id,customer_id,begin_date,end_date,type,paperless_billing,payment_method,monthly_charges,total_charges,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,multiple_lines,target
5522,4589-IUAJB,2014-04-01,,Two year,No,Bank transfer (automatic),24.25,1724.15,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,Yes,0
5523,0329-GTIAJ,2019-07-01,2019-10-01,Month-to-month,Yes,Electronic check,97.9,315.3,Fiber optic,No,Yes,No,Yes,Yes,Yes,Female,0,No,No,No,1
5524,8746-BFOAJ,2018-05-01,,One year,No,Bank transfer (automatic),20.5,429.55,Fiber optic,No,No,No,No,No,No,Male,1,No,No,No,0
5525,8457-XIGKN,2018-06-01,,Month-to-month,Yes,Credit card (automatic),19.6,356.15,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
5526,6072-NUQCB,2018-04-01,,One year,No,Bank transfer (automatic),20.25,488.25,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
5527,6629-CZTTH,2019-12-01,2020-01-01,Month-to-month,Yes,Mailed check,55.7,55.7,DSL,No,No,No,No,No,Yes,Male,0,No,No,No,1
5528,8838-GPHZP,2014-11-01,,Two year,Yes,Mailed check,20.6,1298.7,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
5529,8750-QWZAJ,2014-04-01,,Two year,No,Bank transfer (automatic),19.8,1378.75,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
5530,5364-EVNIB,2018-12-01,2020-01-01,Month-to-month,Yes,Electronic check,79.8,973.45,Fiber optic,No,Yes,Yes,No,No,No,Male,0,No,No,No,1
5531,6918-UMQCG,2019-09-01,,Month-to-month,No,Electronic check,80.2,384.25,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,No,0
5532,0675-NCDYU,2014-02-01,,Two year,Yes,Credit card (automatic),116.4,8543.25,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
5533,6339-DKLMK,2019-01-01,,Month-to-month,Yes,Electronic check,31.65,389.95,DSL,No,Yes,No,No,No,No,Female,0,No,No,No,0
5534,1346-PJWTK,2015-01-01,,Month-to-month,No,Credit card (automatic),94.15,5731.85,Fiber optic,No,Yes,Yes,Yes,No,Yes,Male,0,Yes,No,No,0
5535,5088-QZLRL,2020-01-01,,Month-to-month,No,Electronic check,20.65,20.65,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
5536,8023-QHAIO,2015-06-01,,Month-to-month,Yes,Bank transfer (automatic),76.85,4275.75,Fiber optic,No,No,No,Yes,No,No,Female,1,Yes,No,Yes,0
5537,4397-FRLTA,2019-10-01,,Month-to-month,No,Mailed check,20.15,84.5,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
5538,3057-VJJQE,2017-03-01,,Two year,No,Mailed check,55.25,1924.1,DSL,Yes,No,No,No,No,No,Male,0,No,No,Yes,0
5539,5087-SUURX,2018-07-01,2020-01-01,Month-to-month,Yes,Electronic check,39.05,669.85,DSL,No,No,Yes,No,Yes,No,Female,0,Yes,No,No,1
5540,2302-OUZXB,2014-02-01,,Two year,No,Bank transfer (automatic),82.15,5784.3,DSL,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,0
5541,8133-ANHHJ,2016-01-01,,One year,No,Bank transfer (automatic),103.0,5166.2,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Female,1,No,No,Yes,0
5542,2270-CHBFN,2016-06-01,,Month-to-month,Yes,Credit card (automatic),95.1,4060.55,Fiber optic,Yes,Yes,Yes,Yes,No,No,Female,0,Yes,No,Yes,0
5543,0013-EXCHZ,2019-09-01,2019-12-01,Month-to-month,Yes,Mailed check,83.9,267.4,Fiber optic,No,No,No,Yes,Yes,No,Female,1,Yes,No,No,1
5544,5982-FPVQN,2017-01-01,,Month-to-month,Yes,Electronic check,95.15,3532.85,Fiber optic,No,Yes,Yes,No,No,Yes,Female,0,Yes,Yes,Yes,0
5545,9107-UKCKY,2015-01-01,,One year,Yes,Electronic check,79.8,4914.8,DSL,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,0
5546,4654-ULTTN,2014-04-01,,Two year,Yes,Credit card (automatic),74.8,5315.8,DSL,Yes,No,Yes,Yes,No,Yes,Male,0,Yes,No,Yes,0
5547,5550-VFRLC,2019-12-01,2020-01-01,Month-to-month,Yes,Electronic check,69.85,69.85,Fiber optic,No,No,No,No,No,No,Female,1,No,No,No,1
5548,5546-BYZSM,2016-09-01,,Month-to-month,No,Electronic check,20.45,775.6,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
5549,1492-KGETH,2014-04-01,,One year,No,Bank transfer (automatic),78.35,5445.95,DSL,Yes,Yes,Yes,Yes,No,Yes,Male,0,Yes,Yes,Yes,0
5550,4929-BSTRX,2019-11-01,2019-12-01,Month-to-month,Yes,Mailed check,53.55,53.55,DSL,No,No,No,No,Yes,No,Female,0,No,No,No,1
5551,4163-HFTUK,2015-11-01,,One year,No,Electronic check,19.1,1007.8,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
5552,8215-NGSPE,2016-08-01,,Two year,No,Mailed check,20.0,833.55,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
5553,2225-ZRGSG,2014-02-01,2019-12-01,Two year,No,Bank transfer (automatic),93.9,6579.05,Fiber optic,Yes,Yes,Yes,Yes,No,No,Female,0,Yes,Yes,Yes,1
5554,8859-YSTWS,2016-02-01,,One year,No,Bank transfer (automatic),19.95,1004.5,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
5555,5271-YNWVR,2014-05-01,2020-01-01,Two year,Yes,Electronic check,113.15,7856.0,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,1
5556,7601-DHFWZ,2016-02-01,,Two year,No,Credit card (automatic),24.0,1183.05,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
5557,2657-ALMWY,2017-08-01,2019-10-01,Month-to-month,No,Electronic check,84.95,2169.75,Fiber optic,No,Yes,No,No,No,Yes,Female,1,Yes,No,No,1
5558,6330-JKLPC,2019-02-01,2020-01-01,Month-to-month,Yes,Bank transfer (automatic),80.5,896.9,Fiber optic,No,Yes,No,No,No,No,Male,0,Yes,No,Yes,1
5559,4667-OHGKG,2019-11-01,2019-12-01,Month-to-month,Yes,Mailed check,19.3,19.3,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
5560,1998-VHJHK,2017-11-01,,One year,No,Mailed check,19.15,501.35,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
5561,1707-HABPF,2016-04-01,,One year,Yes,Bank transfer (automatic),91.3,4126.35,Fiber optic,No,Yes,Yes,No,Yes,No,Female,1,No,No,No,0
5562,1660-HSOOQ,2019-09-01,2019-10-01,Month-to-month,Yes,Mailed check,49.65,49.65,DSL,No,No,Yes,No,No,No,Male,0,No,No,No,1
5563,7253-UVNDW,2016-02-01,2019-12-01,Two year,No,Credit card (automatic),54.35,2460.15,DSL,No,No,Yes,Yes,No,No,Female,0,No,No,No,1
5564,0487-VVUVK,2018-01-01,,Month-to-month,Yes,Mailed check,19.15,477.6,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
5565,7228-OMTPN,2019-08-01,2019-12-01,Month-to-month,Yes,Electronic check,88.45,370.65,Fiber optic,No,No,No,No,Yes,Yes,Male,0,No,No,No,1
5566,5063-IUOKK,2019-01-01,,Two year,No,Mailed check,19.75,265.75,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
5567,4508-OEBEY,2017-07-01,,One year,Yes,Credit card (automatic),75.5,2424.45,DSL,Yes,Yes,Yes,Yes,No,Yes,Male,0,Yes,No,No,0
5568,0027-KWYKW,2018-03-01,,Month-to-month,Yes,Electronic check,83.75,1849.95,Fiber optic,No,No,No,No,Yes,No,Female,0,Yes,Yes,Yes,0
5569,2308-STERM,2019-12-01,,Month-to-month,No,Mailed check,19.4,61.05,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
5570,5982-XMDEX,2014-09-01,,Two year,No,Bank transfer (automatic),26.5,1698.55,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
5571,6284-AHOOQ,2018-01-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),90.5,1910.6,Fiber optic,No,No,No,Yes,Yes,No,Male,1,No,No,Yes,1
5572,6051-PTVNS,2015-07-01,,One year,No,Credit card (automatic),19.15,998.1,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
5573,2344-JMOGN,2019-01-01,2019-10-01,Month-to-month,Yes,Mailed check,94.85,890.6,Fiber optic,No,Yes,Yes,Yes,Yes,No,Male,0,Yes,No,No,1
5574,3799-ISUZQ,2019-06-01,2020-01-01,Month-to-month,Yes,Bank transfer (automatic),69.95,529.5,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,1
5575,2877-VDUER,2017-03-01,,One year,No,Mailed check,40.9,1383.6,DSL,No,No,No,Yes,Yes,No,Female,0,Yes,Yes,No,0
5576,9152-AMKAK,2019-08-01,,Two year,Yes,Mailed check,80.25,493.4,DSL,Yes,No,Yes,Yes,Yes,Yes,Male,0,No,No,No,0
5577,1794-HBQTJ,2019-12-01,2020-01-01,Month-to-month,Yes,Credit card (automatic),48.6,48.6,DSL,Yes,No,No,No,No,No,Female,0,No,No,No,1
5578,9432-VOFYX,2018-09-01,,Month-to-month,Yes,Electronic check,70.8,1207.0,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
5579,8049-WJCLQ,2019-04-01,,Month-to-month,No,Mailed check,60.2,563.5,DSL,No,No,Yes,No,Yes,No,Male,0,Yes,Yes,No,0
5580,6586-PSJOX,2018-11-01,,One year,No,Credit card (automatic),55.2,864.55,DSL,No,No,Yes,Yes,No,No,Male,0,No,Yes,No,0
5581,2460-FPSYH,2016-08-01,2019-12-01,Month-to-month,Yes,Electronic check,55.8,2109.35,DSL,Yes,Yes,No,No,Yes,Yes,Female,1,No,No,No,1
5582,9705-ZJBCG,2019-01-01,,One year,No,Bank transfer (automatic),54.15,701.05,DSL,Yes,No,No,Yes,No,No,Female,0,Yes,Yes,No,0
5583,4818-DRBQT,2017-05-01,2019-10-01,Month-to-month,Yes,Bank transfer (automatic),80.15,2265.25,Fiber optic,No,Yes,No,No,No,No,Male,0,Yes,No,Yes,1
5584,1320-HTRDR,2019-10-01,2020-01-01,Month-to-month,Yes,Electronic check,75.5,220.6,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,1
5585,6847-KJLTS,2015-04-01,,Month-to-month,Yes,Bank transfer (automatic),100.4,5749.8,Fiber optic,No,No,No,Yes,Yes,Yes,Female,1,Yes,No,Yes,0
5586,9670-BPNXF,2016-05-01,,One year,Yes,Credit card (automatic),62.55,2796.45,DSL,Yes,Yes,No,Yes,No,No,Female,0,No,No,No,0
5587,3913-FCUUW,2014-02-01,,Two year,Yes,Bank transfer (automatic),70.45,5165.7,DSL,Yes,Yes,Yes,Yes,No,No,Female,0,Yes,Yes,Yes,0
5588,3301-VKTGC,2014-06-01,,One year,Yes,Bank transfer (automatic),85.5,5696.6,Fiber optic,Yes,Yes,No,No,No,No,Male,0,Yes,Yes,Yes,0
5589,1493-AMTIE,2019-10-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),20.2,20.2,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
5590,9555-SAHUZ,2016-12-01,,Month-to-month,No,Electronic check,54.5,2076.05,DSL,Yes,Yes,No,No,No,No,Female,0,Yes,Yes,No,0
5591,0816-TSPHQ,2019-12-01,,Month-to-month,No,Mailed check,20.75,44.2,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
5592,9932-WBWIK,2019-03-01,,Month-to-month,No,Mailed check,20.35,215.25,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
5593,4619-EVPHY,2018-06-01,,One year,Yes,Bank transfer (automatic),91.0,1859.5,Fiber optic,No,No,No,No,Yes,Yes,Female,1,Yes,No,No,0
5594,5286-YHCVC,2014-02-01,,Two year,Yes,Bank transfer (automatic),104.8,7470.1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,0
5595,6424-ELEYH,2019-09-01,2019-12-01,Month-to-month,Yes,Credit card (automatic),74.75,229.5,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,1
5596,4391-RESHN,2017-12-01,2019-11-01,Month-to-month,Yes,Mailed check,104.05,2470.1,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,1
5598,4462-CYWMH,2014-12-01,,Month-to-month,Yes,Bank transfer (automatic),89.8,5629.55,Fiber optic,No,Yes,No,No,No,Yes,Male,1,Yes,No,Yes,0
5599,8963-MQVYN,2018-04-01,,Month-to-month,Yes,Electronic check,20.55,469.85,Fiber optic,No,No,No,No,No,No,Female,0,No,Yes,No,0
5600,2458-EOMRE,2019-03-01,,Month-to-month,No,Bank transfer (automatic),64.05,733.95,DSL,Yes,No,Yes,No,No,Yes,Female,0,No,No,No,0
5601,9334-GWGOW,2019-07-01,,Month-to-month,Yes,Electronic check,74.85,485.25,Fiber optic,No,No,No,No,No,No,Male,1,Yes,No,Yes,0
5602,6821-BUXUX,2018-09-01,2019-10-01,Month-to-month,Yes,Electronic check,96.65,1244.5,Fiber optic,Yes,Yes,No,No,Yes,No,Female,0,No,No,Yes,1
5603,5028-HTLJB,2019-12-01,2020-01-01,Month-to-month,No,Mailed check,20.05,20.05,Fiber optic,No,No,No,No,No,No,Male,1,No,No,No,1
5604,9801-GDWGV,2016-10-01,2020-01-01,Month-to-month,Yes,Electronic check,103.45,3994.45,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,1
5605,6542-LWGXJ,2019-11-01,,Month-to-month,No,Mailed check,25.0,78.25,DSL,No,No,No,No,No,No,Male,0,Yes,No,No,0
5606,5567-GZKQY,2015-04-01,,Two year,No,Credit card (automatic),20.3,1131.5,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
5607,1222-LRYKO,2019-08-01,,Month-to-month,No,Mailed check,26.35,184.05,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,Yes,0
5608,2320-JRSDE,2019-12-01,2020-01-01,Month-to-month,Yes,Electronic check,19.9,19.9,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,1
5609,2087-QAREY,2018-04-01,,Month-to-month,Yes,Mailed check,54.7,1178.75,DSL,No,Yes,Yes,No,No,No,Female,0,Yes,No,No,0
5610,0601-WZHJF,2018-11-01,2020-01-01,Month-to-month,No,Electronic check,46.35,667.7,DSL,No,No,No,No,Yes,Yes,Male,0,Yes,No,No,1
5611,4423-JWZJN,2014-10-01,,One year,No,Credit card (automatic),90.25,5629.15,Fiber optic,No,No,Yes,No,No,Yes,Male,0,Yes,Yes,Yes,0
5612,5143-WMWOG,2019-12-01,2020-01-01,Month-to-month,No,Electronic check,19.95,19.95,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
5613,6490-FGZAT,2019-08-01,,Month-to-month,No,Mailed check,20.65,109.3,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
5614,5393-RXQSZ,2019-12-01,2020-01-01,Month-to-month,No,Electronic check,79.6,79.6,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,No,1
5615,7452-FOLON,2016-11-01,,One year,No,Bank transfer (automatic),25.45,958.45,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,Yes,0
5616,2320-TZRRH,2018-06-01,,One year,No,Mailed check,19.5,403.15,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
5617,0231-LXVAP,2019-11-01,2019-12-01,Month-to-month,Yes,Electronic check,75.9,75.9,Fiber optic,No,No,No,Yes,No,No,Male,0,No,No,No,1
5618,9444-JTXHZ,2019-09-01,2019-10-01,Month-to-month,No,Electronic check,76.2,76.2,Fiber optic,No,No,Yes,No,No,No,Male,0,Yes,No,No,1
5619,4942-VZZOM,2014-10-01,,One year,Yes,Credit card (automatic),66.15,4392.5,DSL,Yes,No,No,No,Yes,No,Male,0,Yes,No,Yes,0
5620,5510-BOIUJ,2019-10-01,2019-11-01,Month-to-month,No,Mailed check,19.25,19.25,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,1
5621,7502-BNYGS,2016-04-01,,Month-to-month,Yes,Credit card (automatic),69.1,3168.0,DSL,No,Yes,No,No,Yes,Yes,Female,0,Yes,No,No,0
5622,4291-HYEBC,2017-10-01,,One year,Yes,Electronic check,39.1,1096.6,DSL,No,Yes,No,No,No,Yes,Female,1,Yes,Yes,No,0
5623,6147-CBCRA,2017-05-01,,Month-to-month,No,Mailed check,20.05,669.45,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
5624,6047-SUHPR,2016-11-01,,One year,No,Electronic check,59.8,2343.85,DSL,Yes,Yes,Yes,No,No,No,Male,0,Yes,Yes,No,0
5625,4471-KXAUH,2016-04-01,2019-10-01,Month-to-month,Yes,Electronic check,84.3,3588.4,Fiber optic,No,No,Yes,Yes,No,No,Female,0,Yes,No,Yes,1
5626,9752-ZNQUT,2020-01-01,,Month-to-month,Yes,Electronic check,48.6,48.6,DSL,No,Yes,No,No,No,No,Female,0,No,No,No,0
5627,7638-QVMVY,2019-06-01,2020-01-01,Month-to-month,Yes,Electronic check,79.0,522.95,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,No,1
5628,1576-PFZIW,2014-04-01,,Two year,No,Credit card (automatic),105.35,7511.9,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Male,1,Yes,No,No,0
5629,5666-MBJPT,2014-09-01,,Two year,Yes,Bank transfer (automatic),25.1,1725.0,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,0
5630,7312-XSBAT,2020-01-01,,Month-to-month,No,Electronic check,49.75,49.75,DSL,Yes,No,No,No,No,No,Male,0,No,No,No,0
5631,3096-GKWEB,2018-08-01,,Month-to-month,Yes,Electronic check,94.75,1691.9,Fiber optic,No,No,No,No,Yes,Yes,Male,0,Yes,No,Yes,0
5632,2371-JQHZZ,2018-02-01,,Month-to-month,Yes,Electronic check,93.0,2248.05,Fiber optic,No,No,No,No,Yes,Yes,Male,0,Yes,No,Yes,0
5633,0674-GCDXG,2014-11-01,,Two year,Yes,Bank transfer (automatic),71.9,4479.2,DSL,Yes,No,Yes,Yes,No,Yes,Male,0,No,No,Yes,0
5634,1121-QSIVB,2016-06-01,,One year,Yes,Mailed check,77.55,3471.1,DSL,No,Yes,No,No,Yes,Yes,Female,0,No,Yes,Yes,0
5635,4396-KLSEH,2019-10-01,,Month-to-month,Yes,Electronic check,19.85,63.0,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
5636,3244-DCJWY,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,70.25,70.25,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
5637,2824-MYYBN,2017-01-01,,Month-to-month,Yes,Electronic check,95.25,3314.15,Fiber optic,No,No,No,No,Yes,Yes,Female,0,Yes,Yes,Yes,0
5638,0875-CABNR,2019-01-01,2019-11-01,Month-to-month,Yes,Credit card (automatic),84.6,865.55,Fiber optic,No,No,Yes,No,No,Yes,Female,1,No,No,No,1
5639,6345-HOVES,2017-04-01,,Month-to-month,Yes,Bank transfer (automatic),25.05,852.7,DSL,No,No,No,No,No,No,Male,0,No,No,No,0
5640,8318-LCNBW,2017-03-01,,One year,No,Credit card (automatic),53.15,1930.9,DSL,Yes,No,Yes,No,Yes,Yes,Male,0,Yes,No,No,0
5641,6469-QJKZW,2019-10-01,,Month-to-month,No,Electronic check,20.15,91.4,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
5642,0147-ESWWR,2016-11-01,,Month-to-month,Yes,Electronic check,101.25,3949.15,Fiber optic,No,No,No,Yes,Yes,Yes,Female,1,Yes,No,Yes,0
5643,1217-VASWC,2016-07-01,,One year,Yes,Bank transfer (automatic),100.55,4304.0,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,1,Yes,No,No,0
5644,7812-FZHPE,2018-06-01,2019-11-01,Month-to-month,No,Mailed check,24.1,409.9,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,1
5645,6370-ZVHDV,2015-01-01,,Two year,No,Bank transfer (automatic),25.3,1554.9,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,0
5646,5915-DGNVC,2016-01-01,,One year,No,Electronic check,71.8,3472.05,DSL,Yes,Yes,Yes,No,No,Yes,Female,0,Yes,No,Yes,0
5647,6260-XLACS,2019-10-01,,One year,No,Mailed check,19.7,117.8,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
5648,3566-CAAYU,2014-10-01,,Two year,No,Electronic check,49.85,3210.35,DSL,No,Yes,Yes,Yes,No,Yes,Female,0,Yes,Yes,No,0
5649,4983-CCWMC,2019-11-01,,Month-to-month,Yes,Mailed check,69.6,207.4,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
5650,9103-CXVOK,2020-01-01,,Month-to-month,No,Electronic check,19.75,19.75,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
5651,2896-TBNBE,2016-10-01,,One year,No,Electronic check,80.8,3132.75,Fiber optic,No,Yes,Yes,No,No,No,Male,0,Yes,No,No,0
5652,4797-AXPXK,2019-12-01,2020-01-01,Month-to-month,Yes,Electronic check,60.0,60.0,DSL,Yes,Yes,No,Yes,No,No,Female,0,No,Yes,No,1
5653,5229-PRWKT,2019-03-01,2019-11-01,Month-to-month,Yes,Electronic check,86.55,649.65,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,Yes,1
5654,6982-UQZLY,2019-10-01,2019-11-01,Month-to-month,Yes,Mailed check,20.85,20.85,Fiber optic,No,No,No,No,No,No,Female,1,Yes,No,No,1
5655,2522-WLNSF,2017-04-01,,One year,No,Bank transfer (automatic),64.2,2106.3,DSL,No,No,Yes,Yes,Yes,No,Female,1,Yes,No,No,0
5656,3841-CONLJ,2020-01-01,,Month-to-month,No,Electronic check,35.0,35.0,DSL,No,No,No,No,No,Yes,Female,0,Yes,No,No,0
5657,5057-LCOUI,2016-10-01,2020-01-01,Month-to-month,Yes,Electronic check,50.75,2011.4,DSL,No,No,Yes,No,Yes,Yes,Female,0,No,No,No,1
5658,0193-ESZXP,2014-12-01,2019-10-01,One year,Yes,Credit card (automatic),105.5,6205.5,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Female,1,Yes,No,No,1
5659,4475-NVTLU,2016-05-01,,Two year,No,Electronic check,19.2,903.7,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
5660,4369-HTUIF,2019-07-01,2020-01-01,Month-to-month,Yes,Bank transfer (automatic),85.15,503.6,Fiber optic,Yes,No,No,No,Yes,No,Male,1,No,No,No,1
5661,9386-LDCZR,2016-07-01,,One year,Yes,Credit card (automatic),90.65,3882.3,Fiber optic,Yes,Yes,Yes,Yes,No,No,Male,0,No,No,No,0
5662,9585-KKMFD,2016-09-01,,Two year,Yes,Mailed check,20.0,879.8,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
5663,5399-ZIMKF,2019-09-01,,Month-to-month,Yes,Electronic check,74.65,383.65,Fiber optic,No,Yes,No,No,No,No,Male,0,No,No,No,0
5664,0336-KXKFK,2014-02-01,,Two year,Yes,Credit card (automatic),61.2,4390.25,DSL,Yes,No,Yes,Yes,Yes,Yes,Male,0,No,No,No,0
5665,5619-XZZKR,2019-10-01,,One year,No,Mailed check,19.95,68.2,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
5666,3948-FVVRP,2019-05-01,,Month-to-month,No,Mailed check,54.8,452.8,DSL,No,Yes,No,Yes,No,No,Male,0,Yes,Yes,No,0
5667,5327-XOKKY,2014-02-01,,Two year,Yes,Credit card (automatic),73.45,5329.0,DSL,No,No,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,0
5668,0983-TATYJ,2017-05-01,,One year,Yes,Mailed check,51.45,1758.9,DSL,No,No,No,Yes,No,No,Female,0,Yes,No,No,0
5669,1813-JYWTO,2014-02-01,,Two year,No,Bank transfer (automatic),80.45,5737.6,Fiber optic,Yes,No,No,No,No,No,Female,0,Yes,No,Yes,0
5670,0156-FVPTA,2018-01-01,2019-11-01,Month-to-month,Yes,Electronic check,54.2,1152.7,DSL,Yes,No,No,Yes,No,No,Male,0,Yes,No,No,1
5671,1984-FCOWB,2014-02-01,2019-12-01,One year,Yes,Electronic check,109.5,7674.55,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,1
5672,0654-HMSHN,2018-01-01,2019-10-01,Month-to-month,No,Electronic check,104.4,2157.95,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,1
5673,6719-OXYBR,2018-11-01,,Month-to-month,No,Electronic check,85.3,1219.85,Fiber optic,No,No,Yes,No,Yes,No,Male,0,No,No,No,0
5674,3312-ZWLGF,2017-09-01,,Month-to-month,Yes,Electronic check,79.3,2414.55,Fiber optic,No,No,No,Yes,No,No,Male,1,Yes,No,Yes,0
5675,6476-YHMGA,2018-11-01,,Month-to-month,No,Bank transfer (automatic),76.5,1155.6,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
5676,5287-QWLKY,2014-02-01,2020-01-01,Month-to-month,Yes,Credit card (automatic),105.1,7548.1,Fiber optic,Yes,Yes,No,No,Yes,Yes,Male,1,Yes,Yes,Yes,1
5677,0795-XCCTE,2014-02-01,,Two year,No,Bank transfer (automatic),25.4,1809.35,Fiber optic,No,No,No,No,No,No,Male,1,No,No,Yes,0
5678,0168-XZKBB,2018-07-01,,Month-to-month,Yes,Electronic check,86.85,1564.4,Fiber optic,No,No,No,No,Yes,No,Female,0,Yes,No,Yes,0
5679,3785-NRHYR,2020-01-01,,Month-to-month,No,Mailed check,19.65,19.65,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
5680,5196-SGOAK,2019-12-01,2020-01-01,Month-to-month,Yes,Electronic check,75.7,75.7,Fiber optic,No,Yes,No,No,No,No,Female,0,No,No,No,1
5681,4537-DKTAL,2019-12-01,,Month-to-month,No,Electronic check,45.55,84.4,DSL,No,No,No,No,No,No,Female,0,No,No,No,0
5682,7072-MBHEV,2019-03-01,,Month-to-month,Yes,Credit card (automatic),78.1,864.85,Fiber optic,No,No,Yes,No,No,No,Female,1,Yes,Yes,Yes,0
5683,5602-BVFMK,2019-02-01,,One year,No,Mailed check,19.3,228.75,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
5684,6297-NOOPG,2014-04-01,,Two year,Yes,Electronic check,110.5,7752.05,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
5685,1891-UAWWU,2018-04-01,2019-12-01,Month-to-month,No,Electronic check,90.8,1951.0,Fiber optic,No,No,Yes,No,Yes,No,Female,1,Yes,No,Yes,1
5686,8204-TIFGJ,2018-03-01,,Month-to-month,Yes,Bank transfer (automatic),20.3,470.6,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
5687,8050-DVOJX,2016-01-01,,Two year,No,Credit card (automatic),81.35,4060.9,DSL,Yes,Yes,Yes,Yes,No,Yes,Male,1,No,No,Yes,0
5688,6108-OQZDQ,2019-08-01,2019-12-01,Month-to-month,Yes,Electronic check,97.95,384.5,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,Yes,Yes,Yes,1
